symbol,date,price
AAPL,10/29/2019,60.82
AAPL,10/28/2019,62.26
AAPL,10/25/2019,61.65
AAPL,10/24/2019,60.90
AAPL,10/23/2019,60.80
AAPL,10/22/2019,59.99
AAPL,10/21/2019,60.13
AAPL,10/18/2019,59.10
AAPL,10/17/2019,58.82
AAPL,10/16/2019,58.59
AAPL,10/15/2019,58.83
AAPL,10/14/2019,58.97
AAPL,10/11/2019,59.05
AAPL,10/10/2019,57.52
AAPL,10/9/2019,56.76
AAPL,10/8/2019,56.10
AAPL,10/7/2019,56.77
AAPL,10/4/2019,56.75
AAPL,10/3/2019,55.21
AAPL,10/2/2019,54.74
AAPL,10/1/2019,56.15
AAPL,09/30/2019,55.99
AAPL,09/27/2019,54.71
AAPL,09/26/2019,54.97
AAPL,09/25/2019,55.26
AAPL,09/24/2019,54.42
AAPL,09/23/2019,54.68
AAPL,09/20/2019,54.43
AAPL,09/19/2019,55.24
AAPL,09/18/2019,55.69
AAPL,09/17/2019,55.18
AAPL,09/16/2019,54.98
AAPL,09/13/2019,54.69
AAPL,9/12/2019,55.77
AAPL,9/11/2019,55.90
AAPL,9/10/2019,54.18
AAPL,9/9/2019,53.54
AAPL,9/6/2019,53.32
AAPL,9/5/2019,53.32
AAPL,9/4/2019,52.30
AAPL,9/3/2019,51.43
AAPL,08/30/2019,52.19
AAPL,08/29/2019,52.25
AAPL,08/28/2019,51.38
AAPL,08/27/2019,51.04
AAPL,08/26/2019,51.62
AAPL,08/23/2019,50.66
AAPL,08/22/2019,53.12
AAPL,08/21/2019,53.16
AAPL,08/20/2019,52.59
AAPL,08/19/2019,52.59
AAPL,08/16/2019,51.63
AAPL,08/15/2019,50.44
AAPL,08/14/2019,50.69
AAPL,08/13/2019,52.24
AAPL,8/12/2019,50.12
AAPL,8/9/2019,50.25
AAPL,8/8/2019,50.86
AAPL,8/7/2019,49.76
AAPL,8/6/2019,49.25
AAPL,8/5/2019,48.34
AAPL,8/2/2019,51.01
AAPL,8/1/2019,52.11
AAPL,07/31/2019,53.26
AAPL,07/30/2019,52.20
AAPL,07/29/2019,52.42
AAPL,07/26/2019,51.94
AAPL,07/25/2019,51.76
AAPL,07/24/2019,52.17
AAPL,07/23/2019,52.21
AAPL,07/22/2019,51.81
AAPL,07/19/2019,50.65
AAPL,07/18/2019,51.42
AAPL,07/17/2019,50.84
AAPL,07/16/2019,51.13
AAPL,07/15/2019,51.30
AAPL,7/12/2019,50.83
AAPL,7/11/2019,50.44
AAPL,7/10/2019,50.81
AAPL,7/9/2019,50.31
AAPL,7/8/2019,50.01
AAPL,7/5/2019,51.06
AAPL,7/3/2019,51.10
AAPL,7/2/2019,50.68
AAPL,7/1/2019,50.39
AAPL,06/28/2019,49.48
AAPL,06/27/2019,49.94
AAPL,06/26/2019,49.95
AAPL,06/25/2019,48.89
AAPL,06/24/2019,49.65
AAPL,06/21/2019,49.70
AAPL,06/20/2019,49.87
AAPL,06/19/2019,49.47
AAPL,06/18/2019,49.61
AAPL,06/17/2019,48.47
AAPL,06/14/2019,48.19
AAPL,06/13/2019,48.54
AAPL,6/12/2019,48.55
AAPL,6/11/2019,48.70
AAPL,6/10/2019,48.15
AAPL,6/7/2019,47.54
AAPL,6/6/2019,46.31
AAPL,6/5/2019,45.64
AAPL,6/4/2019,44.91
AAPL,6/3/2019,43.33
AAPL,05/31/2019,43.77
AAPL,05/30/2019,44.58
AAPL,05/29/2019,44.35
AAPL,05/28/2019,44.56
AAPL,05/24/2019,44.74
AAPL,05/23/2019,44.92
AAPL,05/22/2019,45.70
AAPL,05/21/2019,46.65
AAPL,05/20/2019,45.77
AAPL,05/17/2019,47.25
AAPL,05/16/2019,47.52
AAPL,05/15/2019,47.73
AAPL,05/14/2019,47.17
AAPL,05/13/2019,46.43
AAPL,5/10/2019,49.30
AAPL,5/9/2019,50.18
AAPL,5/8/2019,50.73
AAPL,5/7/2019,50.72
AAPL,5/6/2019,52.12
AAPL,5/3/2019,52.94
AAPL,5/2/2019,52.29
AAPL,5/1/2019,52.63
AAPL,04/30/2019,50.17
AAPL,04/29/2019,51.15
AAPL,04/26/2019,51.08
AAPL,04/25/2019,51.32
AAPL,04/24/2019,51.79
AAPL,04/23/2019,51.87
