symbol,date,price
AAPL,2019,59.10
AAPL,2019,58.82
AAPL,2019,58.59
AAPL,2019,58.83
AAPL,2019,58.97
AAPL,2019,59.05
AAPL,2019,57.52
AAPL,2019,56.76
AAPL,2019,56.10
AAPL,2019,56.77
AAPL,2019,56.75
AAPL,2019,55.21
AAPL,2019,54.74
AAPL,2019,56.15
AAPL,2019,55.99
AAPL,2019,54.71
AAPL,2019,54.97
AAPL,2019,55.26
AAPL,2019,54.42
AAPL,2019,54.68
AAPL,2019,54.43
AAPL,2019,55.24
AAPL,2019,55.69
AAPL,2019,55.18
AAPL,2019,54.98
AAPL,2019,54.69
AAPL,2019,55.77
AAPL,2019,55.90
AAPL,2019,54.18
AAPL,2019,53.54
AAPL,2019,53.32
AAPL,2019,53.32
AAPL,2019,52.30
AAPL,2019,51.43
AAPL,2019,52.19
AAPL,2019,52.25
AAPL,2019,51.38
AAPL,2019,51.04
AAPL,2019,51.62
AAPL,2019,50.66
AAPL,2019,53.12
AAPL,2019,53.16
AAPL,2019,52.59
AAPL,2019,52.59
AAPL,2019,51.63
AAPL,2019,50.44
AAPL,2019,50.69
AAPL,2019,52.24
AAPL,2019,50.12
AAPL,2019,50.25
AAPL,2019,50.86
AAPL,2019,49.76
AAPL,2019,49.25
AAPL,2019,48.34
AAPL,2019,51.01
AAPL,2019,52.11
AAPL,2019,53.26
AAPL,2019,52.20
AAPL,2019,52.42
AAPL,2019,51.94
AAPL,2019,51.76
AAPL,2019,52.17
AAPL,2019,52.21
AAPL,2019,51.81
AAPL,2019,50.65
AAPL,2019,51.42
AAPL,2019,50.84
AAPL,2019,51.13
AAPL,2019,51.30
AAPL,2019,50.83
AAPL,2019,50.44
AAPL,2019,50.81
AAPL,2019,50.31
AAPL,2019,50.01
AAPL,2019,51.06
AAPL,2019,51.10
AAPL,2019,50.68
AAPL,2019,50.39
AAPL,2019,49.48
AAPL,2019,49.94
AAPL,2019,49.95
AAPL,2019,48.89
AAPL,2019,49.65
AAPL,2019,49.70
AAPL,2019,49.87
AAPL,2019,49.47
AAPL,2019,49.61
AAPL,2019,48.47
AAPL,2019,48.19
AAPL,2019,48.54
AAPL,2019,48.55
AAPL,2019,48.70
AAPL,2019,48.15
AAPL,2019,47.54
AAPL,2019,46.31
AAPL,2019,45.64
AAPL,2019,44.91
AAPL,2019,43.33
AAPL,2019,43.77
AAPL,2019,44.58
AAPL,2019,44.35
AAPL,2019,44.56
AAPL,2019,44.74
